date,event,C,teams,place,cost,cost points,bp,bp points,ed,ed points,acc,acc points,sp,sp points,autox,autox points,endu,endu points,fuel,fuel points,pen,total,wrl
2024.09,Italy,0.93,34,25.,24.,74.02,24.,50.77,25.,88.18,-,0,-,0,-,0,-,0,-,0,0,213,191.
2024.08,Spain,0.85,25,20.,17.,69.2,14.,54.9,12.,99.0,-,0,-,0,-,0,-,0,-,0,-66,157,216.
2023.08,Germany,0.92,70,67.,59.,53.32,69.,29.04,54.,50.0,-,0,-,0,-,0,-,0,-,0,-35,97,189.
2023.08,Spain,0.85,19,9.,5.,95.0,8.,61.6,5.,110.0,-,0,-,0,-,0,-,0,-,0,0,267,136.
2023.07,Netherlands,0.92,33,14.,23.,48.69,13.,52.0,9.,114.2,-,0,-,0,-,0,-,0,-,0,0,215,156.
2022.09,Spain,0.85,38,33.,23.,68.5,33.,38.8,26.,88.0,-,0,-,0,-,0,-,0,-,0,0,195,165.
2022.07,Italy,0.85,26,20.,7.,80.42,22.,33.59,18.,69.39,-,0,-,0,-,0,-,0,-,0,0,183,146.
2021.10,Italy,0.85,18,14.,5.,81.07,14.,32.74,15.,53.79,-,0,-,0,-,0,-,0,-,0,0,168,124.
2019.08,Spain,0.95,39,34.,25.,52.0,37.,40.5,29.,55.0,-,0,-,0,-,0,-,0,-,0,0,148,98.
2019.07,Italy,0.85,25,12.,15.,63.47,10.,55.05,8.,121.88,-,0,-,0,-,0,-,0,-,0,0,240,78.
2018.08,Spain,0.97,38,28.,14.,75.0,27.,48.0,23.,72.0,-,0,-,0,-,0,-,0,-,0,0,195,68.
2017.08,Spain,0.97,30,22.,16.,80.0,30.,38.0,19.,90.0,17.,3.5,15.,41.3,21.,4.5,-,0,-,0,0,257,57.
2017.08,Czech Republic,0.86,14,11.,2.,93.0,8.,57.0,11.,89.0,-,0,8.,26.89,9.,4.5,8.,25.0,-,0,0,295,60.
2016.08,Spain,0.97,29,22.,13.,68.6,8.,67.8,16.,102.0,-,0,18.,19.3,19.,4.5,-,0,-,0,0,262,58.
2015.08,Spain,0.97,30,25.,20.,41.11,27.,37.33,24.,60.0,-,0,-,0,-,0,-,0,-,0,0,138,73.
2014.08,Spain,0.96,23,22.,22.,18.9,18.,47.95,22.,18.0,-,0,-,0,-,0,-,0,-,0,0,85,74.
