Rank,University,#,Points
639,UniSALESIANO Araçatuba,2,2.25
640,Universidade Federal do Rio Grande do Sul,6,2.066666666666667
641,Birmingham City University,8,1.8375
642,Tokyo Metropolitan University,4,1.75
643,Universidad Iberoamericana,2,1.75
644,University of Patras,6,1.75
645,Saitama Institute of Technology,7,1.7414285714285713
646,Polo Universitario de Volta Redonda - Universidade Federal Fluminense,5,1.6
647,Universidad de Vigo,13,1.5384615384615385
648,University of California Riverside,3,1.5
649,Universidade Federal Fluminense - Niterói,11,1.4636363636363638
650,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,7,1.2285714285714284
651,Istanbul Technical University,3,1.1666666666666667
652,University of Edinburgh,6,1.1666666666666667
653,University of the West of Scotland,3,1.1666666666666667
654,São Paulo State University - UNESP - Bauru,4,1.125
655,University of Exeter,7,1.0
656,University of Hull,8,0.95
657,Federal University of Paraíba,6,0.8816666666666667
658,Moscow State Automobile & Road Technical University - MADI,10,0.7
659,Universität der Bundeswehr München,5,0.7
660,Saint Louis University,7,0.6428571428571429
661,Sinhgad College of Engineering Vadgaon,8,0.4375
662,Ural State University of Railway Transport,8,0.4375
663,Acharya Institute of Technology,1,0.0
664,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,2,0.0
665,Ajou University,1,0.0
666,Akita Prefectural University,2,0.0
667,Alexandria University,3,0.0
668,Aligarh Muslim University,4,0.0
669,Amity School of Engineering and Technology,3,0.0
670,Amrita School of Engineering Coimbatore,3,0.0
671,Amrutvahini College Of Engineering Sangamner,1,0.0
672,Aoyama Gakuin University,6,0.0
673,Arab Academy for Science Technology & Maritime Transport (AASTMT),1,0.0
674,Ataturk University,1,0.0
675,Bangalore Institute of Technology,2,0.0
676,Berlin School of Economics,3,0.0
677,Bharati Vidyapeeth College of Engineering,4,0.0
678,Bhartiya Institute of Engineering and Technology,1,0.0
679,Birla Institute of Science and Technology Pilani - Dubai,3,0.0
680,Birla Institute of Technology & Science  Pilani,5,0.0
681,Birla Institute of Technology Mesra,4,0.0
682,BITS Pilani KK Birla Goa Campus,2,0.0
683,Cairo University,6,0.0
684,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,4,0.0
685,Centro integrado de Manufatura e Tecnologia - SENAICIMATEC,8,0.0
686,CESI École d’ingénieurs - Nanterre,1,0.0
687,Ceylon-German Technical Training Institute,1,0.0
688,Chaitanya Bharathi Institute of Technology,2,0.0
689,Chandigarh University,2,0.0
690,Charotar University of Science and Technology,2,0.0
691,Cherepovets State University,1,0.0
692,Chitkara University Punjab,8,0.0
693,Chulalongkorn University,2,0.0
694,City College of The City University of New York,1,0.0
695,Cleveland State University,2,0.0
696,D. Y. Patil College of Engineering & Technology Kasaba Bawada Kolhapur ,2,0.0
697,D.Y. Patil School of Engineering Academy Ambi,2,0.0
698,DHA Suffa University,1,0.0
699,DIT University,3,0.0
700,Dr. Mahalingam College of Engineering and Technology,1,0.0
701,Düzce University,1,0.0
702,Escola de Engenharia de Lorena da Universidade de São Paulo,4,0.0
703,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,3,0.0
704,Fachhochschule Frankfurt am Main,2,0.0
705,Federation University Australia,3,0.0
706,Fr Conceicao Rodrigues College of Engineering,3,0.0
707,Frederick University,1,0.0
708,G.V.Acharya Institute of Engineering & Technology,1,0.0
709,Galgotias University,3,0.0
710,Grand Canyon University,1,0.0
711,Graphic Era University,1,0.0
712,Gunma University,2,0.0
713,Guru Gobind Singh Indraprastha University,2,0.0
714,Hacettepe University,4,0.0
715,Haldia Institute of Technology,2,0.0
716,Hanze University of Applied Sciences Groningen,3,0.0
717,Helwan University (‏جامعة حلوان),1,0.0
718,Hindustan Institute of Technology and Science,2,0.0
719,HMR Institute of Technology & Management,1,0.0
720,IMT Nord Europe - Douai,3,0.0
721,Indian Institute of Technology Bombay,2,0.0
722,Indian Institute of Technology Delhi,4,0.0
723,Indian Institute of Technology Dhanbad,1,0.0
724,Indian Institute of Technology Kanpur,2,0.0
725,Indian Institute of Technology Roorkee,1,0.0
726,Indira Gandhi Delhi Technical University for Women,2,0.0
727,Institute of Technology Bandung,1,0.0
728,Instituto Politécnico Nacional,2,0.0
729,Instituto Superior de Engenharia de Coimbra,1,0.0
730,Iran University of Science and Technology - Arak,1,0.0
731,Isfahan University of Technology,1,0.0
732,J.C. Bose University of Science and Technology YMCA,2,0.0
733,J.S.S. Academy of Technical Education Noida,1,0.0
734,James Cook University,2,0.0
735,Jordan University of Science and Technology,1,0.0
736,K L University,3,0.0
737,Kakatiya Institute of Technology and Science Warangal,1,0.0
738,Kalinga Institute of Industrial Technology,2,0.0
739,KLE Technological University,1,0.0
740,Koblenz University of Applied Science,1,0.0
741,Kochi University of Technology,4,0.0
742,Kyushu Sangyo University,1,0.0
743,Kyushu University,4,0.0
744,Laxmi Devi Institute of Engineering & Technology,1,0.0
745,Lokmanya Tilak College of Engineering,1,0.0
746,London South Bank University,1,0.0
747,M.H. Saboo Siddik College of Engineering,2,0.0
748,Madras Institute of Technology,1,0.0
749,Manav Rachna International University,2,0.0
750,Mansoura University,2,0.0
751,Marathwada Mitra Mandal's College of Engineering,1,0.0
752,MCT's Rajiv Gandhi Institute of Technology,3,0.0
753,MGM's Jawaharlal Nehru Engineering College,1,0.0
754,Middle East Technical University,3,0.0
755,Midwestern State University,1,0.0
756,Nagesh Karajagi Orchid College Of Engineering & Technology,1,0.0
757,National Institute of Technology - Calicut,2,0.0
758,National Institute of Technology - Jamshedpur,3,0.0
759,National Institute of Technology - Karnataka,3,0.0
760,National Institute of Technology - Kurukshetra,2,0.0
761,National Institute of Technology - Rourkela,2,0.0
762,National Technical University of Ukraine Kyiv Polytechnic Institute,2,0.0
763,National University of Sciences and Technology - Karachi,5,0.0
764,NBN Sinhgad School Of Engineering,1,0.0
765,NED University of Engineering and Technology,3,0.0
766,Netaji Subhas Institute of Technology,1,0.0
767,Nicholls State University,1,0.0
768,Nirma University,1,0.0
769,Nitte Meenakshi Institute of Technology,1,0.0
770,North East Wales Institute of Higher Education,2,0.0
771,Odessa Polytechnic National State University,7,0.0
772,P.E.S. Modern College of Engineering,1,0.0
773,PEC University of Technology,1,0.0
774,PES Institute of Technology,2,0.0
775,PES University,3,0.0
776,Peter the Great St. Petersburg Polytechnic University,1,0.0
777,Philadelphia University,1,0.0
778,Pillai College Of Engineering,2,0.0
779,Pune Vidyarti Griha's college of Engineering and Technology,1,0.0
780,Queen Mary University of London,2,0.0
781,Rajarambapu Institute of Technology,2,0.0
782,Rajarshi Shahu College Of Engineering,1,0.0
783,Rajendra Mane College of Engineering and Technology,2,0.0
784,Ramaiah Institute of Technology,5,0.0
785,Rayat Institute of Engineering and Information Technology,1,0.0
786,RMD Sinhgad School of Engineering,1,0.0
787,Saraswati College of Engineering,1,0.0
788,Sardar Vallabhbhai National Institute of Technology,1,0.0
789,Seoul National University of Science and Technology,1,0.0
790,Shanghai Jiao Tong University,1,0.0
791,Shonan Institute of Technology,1,0.0
792,Shri G.S. Institute of Technology and Science Indore,1,0.0
793,Sinhgad Academy Of Engineering,1,0.0
794,Sri Venkateswara College of Engineering,4,0.0
795,SRM Institute of Science and Technology - Ramapuram,1,0.0
796,SRM Institute of Science and Technology NCR Campus,2,0.0
797,St. Vincent Pallotti College of Engineering and Technology,1,0.0
798,Symbiosis Institute of Technology,2,0.0
799,Taylor's University,2,0.0
800,Technological Educational Institute of Western Macedonia,2,0.0
801,Texas State University,1,0.0
802,Thakur College of Engineering and Technology,1,0.0
803,Thapar Institute of Engineering and Technology,12,0.0
804,The National Institute of Engineering Mysore,3,0.0
805,Thomas More Mechelen - De Nayer,1,0.0
806,TKM  College of Engineering,1,0.0
807,Tokyo Tech Car College Setagaya,1,0.0
808,Trinity College University of Dublin,1,0.0
809,Tsinghua University,1,0.0
810,TSSM’s Bhivarabai Sawant College of Engineering & Research,1,0.0
811,Tyumen Industrial University,4,0.0
812,Ufa State Aviation Technical University,1,0.0
813,Uludağ University,2,0.0
814,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,1,0.0
815,Universidad Autónoma del Estado de México,12,0.0
816,Universidad Católica Andrés Bello,2,0.0
817,Universidad de las Fuerzas Armadas - ESPE,3,0.0
818,Universidad de Oriente Venezuela,4,0.0
819,Universidad Francisco de Vitoria,3,0.0
820,Universidad Interamericana de Puerto Rico,1,0.0
821,Universidad Nacional Experimental Politécnica,3,0.0
822,Universidad Panamericana Sede México,6,0.0
823,Universidad Politecnica Salesiana,1,0.0
824,Universidad Politécnica de Cartagena,4,0.0
825,Universidad Tecnológica de Pereira,1,0.0
826,Universidade Comunitária Regional de Chapecó,3,0.0
827,Universidade Estadual do Oeste do Paraná,1,0.0
828,Universidade Estadual Paulista - Guaratinguetá,9,0.0
829,Universidade Federal de Campina Grande,2,0.0
830,Universidade Federal De Lavras,1,0.0
831,Universidade Federal de Mato Grosso,1,0.0
832,Universidade Federal de Santa Catarina - Joinville,5,0.0
833,Universidade Federal de Sergipe,3,0.0
834,Universidade Federal de São Carlos,6,0.0
835,Universidade Federal de Uberlândia - UFU,1,0.0
836,Universidade Federal de Viçosa,1,0.0
837,Universidade Federal do Ceará,1,0.0
838,Universidade Federal do Paraná,2,0.0
839,Universidade Federal do Pará - Campus Tucuruí - UFPA,1,0.0
840,Universidade Paulista - Campinas - Campus II,1,0.0
841,Universidade Paulista - Sorocaba,2,0.0
842,Universidade Tecnológica Federal do Paraná,5,0.0
843,Universitat de Girona,3,0.0
844,Universitatea Politehnica Timișoara,2,0.0
845,Universiti Teknologi Petronas,1,0.0
846,University Institute of Technology RGPV Bhopal,1,0.0
847,University of Brighton,1,0.0
848,University of Delhi,3,0.0
849,University of Derby,1,0.0
850,University of Georgia,2,0.0
851,University of Indonesia,1,0.0
852,University of Iowa,2,0.0
853,University of Kocaeli,2,0.0
854,University of Leicester,1,0.0
855,University of Ljubljana,2,0.0
856,University of Massachusetts Dartmouth,1,0.0
857,University of Massachusetts Lowell,8,0.0
858,University of New Brunswick,1,0.0
859,University of Northampton,2,0.0
860,University of Regina,3,0.0
861,University of Salford,3,0.0
862,University of South Carolina,2,0.0
863,University of Valladolid,1,0.0
864,University Putra Malaysia,1,0.0
865,Università degli Studi di Salerno,1,0.0
866,Vasavi College of Engineering,1,0.0
867,Vaughn College of Aeronautics and Technology,1,0.0
868,Veer Surendra Sai University of Technology,2,0.0
869,Vidyavardhini's College of Engineering and Technology,2,0.0
870,Vishwakarma Institute of Information Technology,4,0.0
871,WIZ International College of Information and Technology,1,0.0
872,Yamagata University,3,0.0
873,Çukurova University,1,0.0
874,École Centrale Paris,1,0.0
875,École nationale d'aérotechnique,1,0.0
