Rank,University,Points
1,Universität Stuttgart,3343.55
2,Technische Universität Graz,3225.1
3,Fachhochschule Joanneum Graz,2622.0899999999997
4,Hochschule Esslingen,2306.63
5,Karlsruhe Institute of Technology,2082.28
6,GFR DHBW Ravensburg & Oregon State University,1960.36
7,Technical University of Munich,1844.54
8,Fachhochschule Coburg,1780.22
9,The University of Akron,1736.87
10,Rochester Institute of Technology,1697.27
11,École de Technologie Superieure,1678.0099999999998
12,Missouri University of Science and Technology,1612.08
13,University of Michigan - Ann Arbor,1561.38
14,Hochschule für Angewandte Wissenschaften Hamburg,1550.6399999999999
15,Monash University,1535.62
16,Czech Technical University in Prague,1535.5700000000002
17,Hochschule Karlsruhe - Technik und Wirtschaft,1525.2999999999997
18,Oxford Brookes University,1444.06
19,Technische Universität Berlin,1366.54
20,University of Bath,1346.5300000000002
21,Fachhochschule Stralsund,1335.49
22,Friedrich-Alexander-Universität Erlangen-Nürnberg,1267.02
23,Brno University of Technology,1195.6000000000001
24,University of Illinois at Urbana-Champaign,1172.8899999999999
25,University of Wisconsin-Madison,1121.5099999999998
26,Auburn University,1119.76
27,Ostbayerische Technische Hochschule Regensburg,1113.0300000000002
28,University of Washington,1104.18
29,Universität Paderborn,1102.5
30,Universitat Politécnica de Valéncia,1097.51
31,University Of Hertfordshire,1084.33
32,University of Texas at Arlington,1080.61
33,University of Missouri,1067.9099999999999
34,Fachhochschule München,1063.3
35,University of Applied Sciences Ravensburg-Weingarten,1023.66
36,Michigan State University,997.6499999999999
37,Wroclaw University of Technology,977.0
38,Sophia University,973.26
39,University of Toronto,960.36
40,California State Polytechnic University Pomona,935.5099999999999
41,Loughborough University,928.55
42,University of Toledo,924.92
43,Università degli studi di Padova,896.32
44,University of Modena and Reggio Emilia,893.42
45,Cornell University,875.52
46,Białystok University of Technology,875.0100000000001
47,The Ohio State University,866.4999999999999
48,Fachhochschule Konstanz,860.31
49,Helsinki Metropolia University of Applied Sciences,856.66
50,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),856.4300000000001
51,Virginia Polytechnic Institute and State University,848.2
52,Alma Mater Studiorum - Università di Bologna,846.7100000000002
53,Western University,844.3899999999999
54,University of Oklahoma,843.0199999999999
55,North Carolina State University,799.9100000000001
56,San José State University,797.4000000000001
57,University of Kansas,795.54
58,Hochschule Darmstadt UAS,794.05
59,RMIT University,780.14
60,UAS Kempten,774.19
61,École Polytechnique de Montréal,768.57
62,University of Cincinnati,764.48
63,University of Wollongong,760.7200000000001
64,Aristotle University of Thessaloniki,753.18
65,Centro Universitário da FEI,749.31
66,University of Waterloo,740.37
67,Universität Kassel,733.0400000000001
68,Széchenyi István University,730.8699999999999
69,Texas A&M University,728.1300000000001
70,Purdue University - West Lafayette,725.14
71,Pennsylvania State University,716.98
72,Clemson University,713.73
73,Politecnico di Milano,710.05
74,Rutgers The State University of New Jersey,703.3900000000001
75,University of Maribor,689.47
76,University of Western Australia,679.31
77,University of Pittsburgh,677.85
78,Ulm University of Applied Sciences,676.3
79,Georgia Institute of Technology,667.42
80,University of Birmingham,661.3000000000001
81,University of Minnesota Twin Cities,660.4499999999999
82,University of Florida,658.43
83,Chalmers University of Technology,648.03
84,Rensselaer Polytechnic Institute,639.42
85,UAS Würzburg-Schweinfurt,638.58
86,TAMK University of Applied Sciences,622.6800000000001
87,Technische Universität Braunschweig,601.91
88,California State University Northridge,594.99
89,University of Queensland,582.86
90,Fachhochschule Aachen,581.3799999999999
91,University of Strathclyde,581.32
92,McGill University,580.1899999999999
93,Carleton University,575.48
94,University of Maryland,567.9399999999999
95,TU Delft,559.04
96,Brunel University London,553.73
97,Shibaura Institute of Technology,552.3399999999999
98,Tokyo Denki University,551.32
99,Budapest University of Technology and Economics,547.3
100,Osaka University,546.89
101,Università di Pisa,539.7
102,Kookmin University,534.74
103,Lawrence Technological University,530.5199999999999
104,Saginaw Valley State University,529.99
105,Politecnico di Torino,515.54
106,Cardiff University Wales,504.88
107,Kettering University,503.07000000000005
108,Centro Universitário Facens,498.0
109,Nagoya Institute of Technology,497.08000000000004
110,Technische Hochschule Mittelhessen,493.52
111,University of Huddersfield,493.52
112,Kokushikan University,491.13
113,Escola de Engenharia de São Carlos da Universidade de São Paulo,490.85
114,University of New South Wales,490.49
115,Kyoto Institute of Technology,490.08000000000004
116,University of California Berkeley,488.1
117,Utsunomiya University,486.6
118,University of Seville,483.61
119,Kyoto University,479.43
120,Yokohama National University,475.03999999999996
121,University of South Florida,465.71000000000004
122,University of Melbourne,460.30000000000007
123,Technische Universität Darmstadt,456.01
124,South Dakota School of Mines and Technology,455.44
125,California State Polytechnic University - San Luis Obispo,452.33
126,Technische Universität Wien,452.13
127,Dartmouth College,450.15
128,AGH University of Science and Technology,444.64000000000004
129,University of Burgundy - ISAT,442.54
130,Westsächsische Hochschule Zwickau,439.26
131,Louisiana State University,437.02
132,Tokyo City University,435.29
133,Kanagawa Institute of Technology,433.89000000000004
134,Iowa State University,433.60999999999996
135,University of Leeds,430.26
136,University of New Mexico,429.58000000000004
137,Western Washington University,426.95000000000005
138,Fachhochschule Hannover,426.06
139,Oakland University,424.3399999999999
140,Lund University,422.20000000000005
141,Duke University,415.98
142,Curtin University,415.40000000000003
143,University of Auckland,412.97
144,Fachhochschule Kiel,409.59000000000003
145,Tallinn TU UAS,406.17999999999995
146,Technische Universität Bergakademie Freiberg,402.49999999999994
147,University of Sydney,401.63999999999993
148,University of Adelaide,401.17
149,Technische Hochschule Ostwestfalen-Lippe,397.49
150,Université Laval,397.37
151,Michigan Technological University,396.90999999999997
152,Rheinisch-Westfälische Technische Hochschule Aachen,394.78999999999996
153,Università degli Studi di Roma La Sapienza,394.5199999999999
154,National University of Singapore,394.03
155,University of British Columbia - Vancouver,393.0199999999999
156,Queen's University,388.93
157,Edith Cowan University,384.43000000000006
158,Kanazawa University,372.24999999999994
159,The University of Michigan-Dearborn,370.58
160,Hochschule für Technik und Wirtschaft Berlin,369.77
161,Oregon State University,368.48
162,Poznan University of Technology,366.02
163,Kansas State University,364.92999999999995
164,Hochschule Pforzheim,364.57000000000005
165,Czech University of Life Sciences Prague,363.15999999999997
166,Tokai University,359.27
167,University of West Bohemia,359.20000000000005
168,Ostfalia University of Applied Sciences,356.11000000000007
169,Tongji University,353.61
170,Minnesota State University Mankato,353.25
171,VŠB - Technical University of Ostrava,351.82
172,University of Nebraska–Lincoln,350.43000000000006
173,University of California San Diego,336.6
174,Coventry University,336.00000000000006
175,Drexel University,335.58
176,Nagoya University,335.03
177,Hochschule RheinMain,331.49
178,Technische Universiteit Eindhoven,329.7
179,Chiba University,325.61000000000007
180,Liverpool John Moores University,324.92
181,Università degli Studi di Firenze,324.69
182,Ecole Nationale d'Ingénieurs de Metz,324.31000000000006
183,University of Connecticut,321.68
184,Shizuoka Institute of Science and Technology,316.22
185,Meijo University,313.09
186,Universidade Estadual de Campinas,311.80999999999995
187,University of Texas at Austin,307.88999999999993
188,Georgia Southern University,307.6
189,University of Calgary,306.97
190,Universidad Simón Bolívar,305.77000000000004
191,Ryerson University,303.43999999999994
192,Technion - Israel Institute of Technology,295.58000000000004
193,Kennesaw State University,294.72
194,ETH Zürich,289.37
195,Doshisha University,288.5
196,Nihon Automobile College,288.22999999999996
197,University of Alabama,287.72
198,Brown University,285.32
199,Kanazawa Institute of Technology,285.04999999999995
