Rank,University,Points
1,ETH Zürich,30953
2,Universität Stuttgart,28724
3,Karlsruhe Institute of Technology,22573
4,TU Delft,21587
5,Technical University of Munich,21159
6,Westsächsische Hochschule Zwickau,17648
7,Tallinn TU UAS,16155
8,Duale Hochschule Baden-Württemberg Stuttgart,15543
9,Technische Universität Dresden,14947
10,Fachhochschule München,14649
11,Technische Universität Bergakademie Freiberg,13868
12,Technische Universiteit Eindhoven,12958
13,GFR DHBW Ravensburg &amp; Oregon State University,12473
14,Hochschule Bonn-Rhein-Sieg,11925
15,Czech Technical University in Prague,11466
16,Technische Universität Darmstadt,11063
17,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),10905
18,Rheinisch-Westfälische Technische Hochschule Aachen,10525
19,Technische Universität Hamburg,10075
20,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,9818
21,Politecnico di Torino,9680
22,Norwegian University of Science and Technology,9399
23,Budapest University of Technology and Economics,9365
24,Deggendorf Institute of Technology,8706
25,Technische Universität Wien,8659
26,Fachhochschule Kiel,8474
27,Universidade de Lisboa - Instituto Superior Técnico,8122
28,Technische Hochschule Ingolstadt,7942
29,KU Leuven - Group T Campus,7538
30,Hochschule Esslingen,7260
31,Leibniz Universität Hannover,7147
32,Universität Bayreuth,6931
33,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),6655
34,Ostfalia University of Applied Sciences,6252
35,Hochschule für angewandte Wissenschaften Augsburg,6022
36,University of the Basque Country,5933
37,Universität Siegen,5692
38,Fachhochschule Osnabrück,5316
39,Helsinki Metropolia University of Applied Sciences,5201
40,Georg-Simon-Ohm-Hochschule Nürnberg,4835
41,Technische Universität Kaiserslautern,4814
42,Technische Universität Graz,4793
43,RMIT University,4744
44,Chalmers University of Technology,4691
45,Hochschule RheinMain,4624
46,Technische Hochschule Köln,4567
47,Monash University,4415
48,University of Ljubljana,4341
49,Hochschule für angewandte Wissenschaft und Kunst HildesheimHolzmindenGöttingen,4164
50,Swinburne University of Technology,3791
51,Aristotle University of Thessaloniki,3681
52,Slovak University of Technology in Bratislava,3536
53,Fachhochschule für Wirtschaft und Technik,3420
54,University of Patras,3352
55,Technische Universität Braunschweig,3225
56,Ostbayerische Technische Hochschule Regensburg,3185
57,UAS Würzburg-Schweinfurt,3159
58,Carnegie Mellon University,2985
59,Hochschule Aalen - Technik und Wirtschaft,2977
60,University of Southern Denmark,2809
61,National Technical University of Athens,2722
62,Université Laval,2619
63,University of Auckland,2536
64,University of Bath,2518
65,Università degli studi di Padova,2506
66,University of Seville,2457
67,Politecnico di Milano,2451
68,TECNUN - University of Navarra,2436
69,McGill University,2391
70,Nagoya University,2289
71,University of Canterbury,2257
72,University of Washington,2257
73,Università degli Studi di Roma La Sapienza,2204
74,Escola d'Enginyeria de Barcelona Est. EEBE,2166
75,University of Pennsylvania,2139
76,National Tsing Hua University,2121
77,University of Michigan - Ann Arbor,2040
78,Duale Hochschule Baden-Württemberg - Mannheim,2032
79,Universität Duisburg-Essen,1995
80,University of Technology Sydney,1990
81,Technische Universität Clausthal,1983
82,Massachusetts Institute of Technology,1971
83,Brno University of Technology,1947
84,University of Queensland,1929
85,École Polytechnique Fédérale de Lausanne,1887
86,Indian Institute of Technology Bombay,1842
87,Technische Universität Berlin,1839
88,Technische Universität Ilmenau,1827
89,University of Iceland,1789
90,Università degli Studi di Parma,1706
91,KTH Royal Institute of Technology,1663
92,Fachhochschule Joanneum Graz,1603
93,Tongji University,1597
94,University of Wollongong,1539
95,University of Adelaide,1467
96,Hochschule Mannheim,1459
97,University of Wisconsin-Madison,1444
98,École Polytechnique de Montréal,1387
99,University of California Davis,1385
100,Toyota Technical College Nagoya,1317
101,K. J. Somaiya College of Engineering,1312
102,Universität Paderborn,1312
103,Saarland University,1258
104,Fachhochschule Konstanz,1239
105,University of Texas at Austin,1238
106,Bern University of Applied Sciences,1234
107,Purdue University - West Lafayette,1210
108,Università degli Studi di Trento,1194
109,Universidad Politécnica de Madrid (UPM),1160
110,Georgia Institute of Technology,1138
111,Shizuoka Institute of Science and Technology,1136
112,Hochschule für Angewandte Wissenschaften Hof,1115
113,Hochschule Landshut,1107
114,Technische Universität Chemnitz,1105
115,Iwate University,1099
116,Moscow State Automobile &amp; Road Technical University - MADI,1098
117,University of Stavanger,1081
118,Universität Bremen,1081
119,The University of Newcastle,1041
120,Ben-Gurion University of the Negev,1031
121,University of Illinois at Urbana-Champaign,1016
122,Universidade Estadual de Campinas,1000
123,Tohoku University,997
124,University of Nottingham,990
125,Indian Institute of Technology Delhi,961
126,University of Manitoba,946
127,University of Surrey,937
128,Toyohashi University of Technology,931
129,University Of Hertfordshire,926
130,California State Polytechnic University - San Luis Obispo,920
131,San José State University,912
132,University of Melbourne,857
133,The University of Akron,846
134,Universität Kassel,830
135,Missouri University of Science and Technology,819
136,Western University,801
137,Imperial College London,786
138,Pimpri Chinchwad College Of Engineering,728
139,University of Western Australia,723
140,Ulm University of Applied Sciences,703
141,Universidad Pontificia Comillas,675
142,Liaoning University of Technology,665
143,Hochschule Ruhr West - UAS,658
144,UAS Kempten,658
145,University of Zagreb,655
146,University of Applied Sciences Ravensburg-Weingarten,642
147,Alma Mater Studiorum - Università di Bologna,637
148,University of Tasmania,607
149,AGH University of Science and Technology,599
150,Thomas More Mechelen - De Nayer,596
151,Yıldız Technical University,571
